StockCode,Description,QuantitySold,Revenue,AvgPrice,Orders,InventoryStatus,Recommendation
22545,MINI JIGSAW BUNNIES,1861,777.3000000000001,0.4185,77,Fast Moving,Restock Immediately
22545,MINI JIGSAW BUNNIES AT HOME,432,181.44,0.42,9,Normal,Monitor Stock
22546,MINI JIGSAW FIDO,672,282.24,0.42000000000000004,10,Normal,Monitor Stock
22546,MINI JIGSAW PURDEY,1575,658.62,0.4191304347826087,66,Fast Moving,Restock Immediately
22547,MINI JIGSAW DINOSAUR ,1184,497.28,0.42,62,Fast Moving,Restock Immediately
22548,HEADS AND TAILS SPORTING FUN,1497,1843.89,1.2482805429864254,210,Fast Moving,Restock Immediately
22549,PICTURE DOMINOES,3375,4786.95,1.4444272445820434,311,Fast Moving,Restock Immediately
22550,HOLIDAY FUN LUDO,841,3140.79,3.7479775280898875,176,Normal,Monitor Stock
22551,PLASTERS IN TIN SPACEBOY,7287,11584.35,1.6443396226415095,611,Fast Moving,Restock Immediately
22553,PLASTERS IN TIN SKULLS,3596,5851.8,1.6484674329501916,493,Fast Moving,Restock Immediately
22554,PLASTERS IN TIN WOODLAND ANIMALS,5764,9241.8,1.6464349376114082,533,Fast Moving,Restock Immediately
22555,PLASTERS IN TIN MR STRONG ,228,357.0,1.6318181818181818,11,Normal,Monitor Stock
22555,PLASTERS IN TIN STRONGMAN,5512,8778.0,1.6468253968253967,427,Fast Moving,Restock Immediately
22556,PLASTERS IN TIN CIRCUS PARADE ,7365,11691.45,1.6459183673469389,602,Fast Moving,Restock Immediately
22557,PLASTERS IN TIN VINTAGE PAISLEY ,5494,8663.9,1.6454545454545453,541,Fast Moving,Restock Immediately
22558,CLOTHES PEGS RETROSPOT PACK 24 ,5451,6483.63,1.2464182692307693,404,Fast Moving,Restock Immediately
22559,SEASIDE FLYING DISC,721,869.33,1.2427848101265824,77,Normal,Monitor Stock
22559,SEASIDE FRISBEE ,303,360.51,1.231904761904762,21,Normal,Monitor Stock
22560,TRADITIONAL MODELLING CLAY,6759,7967.67,1.2306232294617565,335,Fast Moving,Restock Immediately
22561,WOODEN SCHOOL COLOURING SET,5597,9009.45,1.6435897435897435,456,Fast Moving,Restock Immediately
22562,MONSTERS STENCIL CRAFT,2575,2923.87,1.2397297297297296,181,Fast Moving,Restock Immediately
22563,HAPPY STENCIL CRAFT,3141,3588.05,1.239609375,240,Fast Moving,Restock Immediately
22564,ALPHABET STENCIL CRAFT,1907,2199.07,1.2428301886792454,156,Fast Moving,Restock Immediately
22565,FELTCRAFT HAIRBANDS PINK + WHITE ,72,61.199999999999996,0.85,6,Slow Moving,Reduce Inventory
22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,1048,872.0799999999999,0.8489075630252101,113,Fast Moving,Restock Immediately
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,1877,1497.1699999999998,0.8490441176470588,134,Fast Moving,Restock Immediately
22566,"FELTCRAFT HAIRBAND S/2, PINK/PURPLE",96,81.6,0.85,8,Slow Moving,Reduce Inventory
22567,20 DOLLY PEGS RETROSPOT,3225,3774.63,1.2231954887218046,260,Fast Moving,Restock Immediately
22568,FELTCRAFT CUSHION OWL,2227,8065.41,3.727959183673469,389,Fast Moving,Restock Immediately
22569,FELTCRAFT CUSHION BUTTERFLY,2856,9931.2,3.725813953488372,416,Fast Moving,Restock Immediately
22570,FELTCRAFT CUSHION RABBIT,2567,9197.85,3.728877551020408,388,Fast Moving,Restock Immediately
22571,ROCKING HORSE RED CHRISTMAS ,3325,2713.93,0.8453982300884956,217,Fast Moving,Restock Immediately
22572,ROCKING HORSE GREEN CHRISTMAS ,2039,1658.27,0.8451552795031055,150,Fast Moving,Restock Immediately
22573,STAR WOODEN CHRISTMAS DECORATION,2221,1837.93,0.8483006535947711,150,Fast Moving,Restock Immediately
22574,HEART WOODEN CHRISTMAS DECORATION,2828,2353.88,0.848452380952381,164,Fast Moving,Restock Immediately
22575,METAL MERRY CHRISTMAS WREATH,2266,4319.7,1.9463562753036436,230,Fast Moving,Restock Immediately
22576,SWALLOW WOODEN CHRISTMAS DECORATION,1702,1421.74,0.8490972222222222,129,Fast Moving,Restock Immediately
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,3316,2818.6,0.85,279,Fast Moving,Restock Immediately
22577,WOODEN HEART CHRISTMAS SCANDISPOT,36,30.6,0.85,1,Slow Moving,Reduce Inventory
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,2667,2266.95,0.85,241,Fast Moving,Restock Immediately
22578,WOODEN STAR CHRISTMAS SCANDISPOT,72,61.2,0.85,2,Slow Moving,Reduce Inventory
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,1885,1602.25,0.85,194,Fast Moving,Restock Immediately
22579,WOODEN TREE CHRISTMAS SCANDISPOT,96,81.6,0.85,3,Slow Moving,Reduce Inventory
22580,ADVENT CALENDAR GINGHAM SACK,982,5746.900000000001,5.941416309012876,228,Normal,Monitor Stock
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,1972,1630.96,0.8478804347826087,174,Fast Moving,Restock Immediately
22582,PACK OF 6 SWEETIE GIFT BOXES,1448,3574.5,2.5357142857142856,181,Fast Moving,Restock Immediately
22583,PACK OF 6 HANDBAG GIFT BOXES,1260,3170.4,2.5467532467532465,211,Fast Moving,Restock Immediately
22584,PACK OF 6 PANNETONE GIFT BOXES,2841,6903.450000000001,2.536870026525199,366,Fast Moving,Restock Immediately
22585,PACK OF 6 BIRDY GIFT TAGS,11489,13705.18,1.243157894736842,664,Fast Moving,Restock Immediately
22586,FELTCRAFT HAIRBAND PINK AND BLUE,1213,1012.3299999999999,0.8490151515151515,124,Fast Moving,Restock Immediately
22587,FELTCRAFT HAIRBAND RED AND BLUE,1018,846.5799999999999,0.8490780141843971,128,Fast Moving,Restock Immediately
22587,"FELTCRAFT HAIRBAND, S/2, RED/BLUE",204,154.68,0.8283333333333333,6,Normal,Monitor Stock
22588,CARD HOLDER GINGHAM HEART,1984,4929.6,2.545143884892086,269,Fast Moving,Restock Immediately
22588,CARDHOLDER GINGHAM HEART,102,216.9,2.325,2,Normal,Monitor Stock
22589,CARDHOLDER GINGHAM STAR,957,2397.15,2.5470198675496687,145,Normal,Monitor Stock
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,922,2253.9,2.542173913043478,112,Normal,Monitor Stock
22592,CARDHOLDER HOLLY WREATH METAL,1327,4915.77,3.7394736842105267,167,Fast Moving,Restock Immediately
22593,CHRISTMAS GINGHAM STAR,3372,2791.3199999999997,0.8472340425531915,184,Fast Moving,Restock Immediately
22594,CHRISTMAS GINGHAM TREE,2786,2330.66,0.8485142857142858,174,Fast Moving,Restock Immediately
22595,CHRISTMAS GINGHAM HEART,6004,4897.48,0.8456953642384106,298,Fast Moving,Restock Immediately
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,2830,2330.62,0.8470114942528736,168,Fast Moving,Restock Immediately
22597,CHRISTMAS MUSICAL ZINC HEART ,1680,1325.04,0.8361702127659574,91,Fast Moving,Restock Immediately
22598,CHRISTMAS MUSICAL ZINC TREE,756,595.8,0.8384444444444443,44,Normal,Monitor Stock
22599,CHRISTMAS MUSICAL ZINC STAR,1088,859.28,0.8378125,63,Fast Moving,Restock Immediately
22600,CHRISTMAS RETROSPOT STAR WOOD,3125,2550.17,0.8463551401869159,209,Fast Moving,Restock Immediately
22601,CHRISTMAS RETROSPOT ANGEL WOOD,2815,2299.15,0.8473333333333333,192,Fast Moving,Restock Immediately
22602,CHRISTMAS RETROSPOT HEART WOOD,4351,3479.95,0.8437349397590361,239,Fast Moving,Restock Immediately
22603,CHRISTMAS RETROSPOT TREE WOOD,2719,2205.07,0.8465608465608465,185,Fast Moving,Restock Immediately
22604,SET OF 4 NAPKIN CHARM CUTLERY,18,45.900000000000006,2.55,3,Slow Moving,Reduce Inventory
22604,SET OF 4 NAPKIN CHARMS CUTLERY,761,1890.15,2.5389344262295084,115,Normal,Monitor Stock
22605,WOODEN CROQUET GARDEN SET,1015,11447.33,12.610511182108628,312,Fast Moving,Restock Immediately
22606,WOODEN SKITTLES GARDEN SET,725,9513.59,15.165727699530516,207,Normal,Monitor Stock
22607,WOODEN ROUNDERS GARDEN SET ,1158,9576.13,8.519406779661017,346,Fast Moving,Restock Immediately
22608,PENS ASSORTED FUNKY JEWELED ,504,428.40000000000003,0.85,14,Normal,Monitor Stock
22609,PENS ASSORTED SPACEBALL,1194,1014.9000000000001,0.85,34,Fast Moving,Restock Immediately
22610,PENS ASSORTED FUNNY FACE,3096,2481.84,0.8475471698113208,53,Fast Moving,Restock Immediately
22611,VINTAGE UNION JACK SHOPPING BAG,678,3215.7,4.911,145,Normal,Monitor Stock
22612,TEA COSY VINTAGE UNION JACK,988,3885.93,3.746938775510204,96,Normal,Monitor Stock
22613,PACK OF 20 SPACEBOY NAPKINS,1487,1163.1499999999999,0.8413223140495868,114,Fast Moving,Restock Immediately
22614,PACK OF 12 SPACEBOY TISSUES,2620,755.9599999999999,0.28942028985507245,133,Fast Moving,Restock Immediately
22615,PACK OF 12 CIRCUS PARADE TISSUES ,1766,508.29999999999995,0.2889041095890411,71,Fast Moving,Restock Immediately
22616,PACK OF 12 LONDON TISSUES ,12739,3542.95,0.2891608391608391,272,Fast Moving,Restock Immediately
22617,BAKING SET SPACEBOY DESIGN,2150,10124.22,4.928316008316008,474,Fast Moving,Restock Immediately
22618,COOKING SET RETROSPOT,654,6226.98,9.868130841121495,211,Normal,Monitor Stock
22619, SET Of 6 SOLDIER SKITTLES,16,60.0,3.75,3,Slow Moving,Reduce Inventory
22619,SET OF 6 SOLDIER SKITTLES,1604,5845.8,3.741660231660232,249,Fast Moving,Restock Immediately
22620,4 TRADITIONAL SPINNING TOPS,3205,3975.85,1.2494080996884736,304,Fast Moving,Restock Immediately
22621,TRADITIONAL KNITTING NANCY,2506,3535.2999999999997,1.4412663755458517,213,Fast Moving,Restock Immediately
22622,BOX OF VINTAGE ALPHABET BLOCKS,1824,16695.9,9.83036303630363,298,Fast Moving,Restock Immediately
22623,BOX OF VINTAGE JIGSAW BLOCKS ,1315,6297.85,4.926430976430977,293,Fast Moving,Restock Immediately
22624,IVORY KITCHEN SCALES,1231,10158.35,8.455357142857142,467,Fast Moving,Restock Immediately
22625,RED KITCHEN SCALES,979,8030.8,8.438611111111111,354,Normal,Monitor Stock
22626,BLACK KITCHEN SCALES,327,2706.4,8.456884057971013,135,Normal,Monitor Stock
22627,MINT KITCHEN SCALES,720,5926.2,8.446481481481483,264,Normal,Monitor Stock
22628,PICNIC BOXES SET OF 3 RETROSPOT ,744,3458.8,4.924074074074074,132,Normal,Monitor Stock
22629,SPACEBOY LUNCH BOX ,6742,12167.699999999999,1.9288636363636362,425,Fast Moving,Restock Immediately
22630,DOLLY GIRL LUNCH BOX,6287,11314.05,1.9333734939759037,403,Fast Moving,Restock Immediately
22631,CIRCUS PARADE LUNCH BOX ,2547,4768.65,1.942,219,Fast Moving,Restock Immediately
22631,CIRCUS PARADE LUNCHBOX ,1,1.95,1.95,1,Slow Moving,Reduce Inventory
22632,HAND WARMER RED POLKA DOT,2592,4876.2,1.9858695652173914,46,Fast Moving,Restock Immediately
22632,HAND WARMER RED RETROSPOT,4039,8241.900000000001,2.0946682464454978,389,Fast Moving,Restock Immediately
22633,HAND WARMER UNION JACK,4594,9257.400000000001,2.0832285115303986,428,Fast Moving,Restock Immediately
22634,CHILDS BREAKFAST SET SPACEBOY ,934,8706.05,9.780319148936169,276,Normal,Monitor Stock
22635,CHILDS BREAKFAST SET DOLLY GIRL ,973,9043.35,9.800515463917526,287,Normal,Monitor Stock
22636,CHILDS BREAKFAST SET CIRCUS PARADE,1046,8444.28,8.417433333333333,291,Fast Moving,Restock Immediately
22637,PIGGY BANK RETROSPOT ,1789,4399.95,2.5359922178988326,253,Fast Moving,Restock Immediately
22638,SET OF 4 NAPKIN CHARMS CROWNS ,112,271.2,2.5326923076923076,25,Normal,Monitor Stock
22639,SET OF 4 NAPKIN CHARMS HEARTS,861,2109.15,2.529850746268657,127,Normal,Monitor Stock
22640,SET OF 4 NAPKIN CHARMS 3 KEYS ,116,295.8,2.55,30,Normal,Monitor Stock
22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,145,355.35,2.533928571428571,28,Normal,Monitor Stock
22641,SET OF 4 NAPKIN CHARMS INSTUMENT   ,12,30.6,2.55,2,Slow Moving,Reduce Inventory
22642,SET OF 4 NAPKIN CHARMS STARS   ,717,1741.95,2.521578947368421,89,Normal,Monitor Stock
22643,SET OF 4 NAPKIN CHARMS LEAVES   ,230,572.1,2.541176470588235,47,Normal,Monitor Stock
22644,CERAMIC CHERRY CAKE MONEY BANK,2748,3987.8999999999996,1.498841059602649,291,Fast Moving,Restock Immediately
22645,CERAMIC HEART CAKE MONEY BANK,120,159.6,1.41,5,Normal,Monitor Stock
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,3038,4306.7,1.444236311239193,332,Fast Moving,Restock Immediately
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4963,6932.349999999999,1.4412472647702406,437,Fast Moving,Restock Immediately
22647,CERAMIC LOVE HEART MONEY BANK,329,448.25,1.438235294117647,32,Normal,Monitor Stock
22649,STRAWBERRY CAKE TEAPOT,16,79.2,4.95,4,Slow Moving,Reduce Inventory
22649,STRAWBERRY FAIRY CAKE TEAPOT,1483,7077.650000000001,4.913703703703704,255,Fast Moving,Restock Immediately
22650,CERAMIC PIRATE CHEST MONEY BANK,951,1357.35,1.4484,122,Normal,Monitor Stock
22651,GENTLEMAN SHIRT REPAIR KIT ,981,796.41,0.8461764705882353,63,Normal,Monitor Stock
22652,TRAVEL SEWING KIT,4719,7451.95,1.6456043956043955,345,Fast Moving,Restock Immediately
22653,BUTTON BOX ,1170,2221.5,1.947560975609756,122,Fast Moving,Restock Immediately
22654,DELUXE SEWING KIT ,1092,6221.400000000001,5.916666666666667,232,Fast Moving,Restock Immediately
22655,VINTAGE RED KITCHEN CABINET,16,4720.0,295.0,15,Slow Moving,Reduce Inventory
22656,VINTAGE BLUE KITCHEN CABINET,19,5605.0,295.0,17,Slow Moving,Reduce Inventory
22657,HEN & 2 CHICKS IN BASKET,65,55.24999999999999,0.85,7,Slow Moving,Reduce Inventory
22659,LUNCH BOX I LOVE LONDON,4952,8766.6,1.9223684210526315,292,Fast Moving,Restock Immediately
22659,LUNCHBOX I LOVE LONDON,1,1.95,1.95,1,Slow Moving,Reduce Inventory
22660,DOORMAT I LOVE LONDON,513,3050.43,7.331264367816092,84,Normal,Monitor Stock
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,3058,2430.3,0.8405797101449275,201,Fast Moving,Restock Immediately
22662,LUNCH BAG DOLLY GIRL DESIGN,3282,5129.3,1.6409830508474574,287,Fast Moving,Restock Immediately
22663,JUMBO BAG DOLLY GIRL DESIGN,2292,4241.4,1.9361751152073732,215,Fast Moving,Restock Immediately
22664,TOY TIDY DOLLY GIRL DESIGN,670,1313.0,2.082,79,Normal,Monitor Stock
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1367,3898.2500000000005,2.9349829351535837,287,Fast Moving,Restock Immediately
22666,RECIPE BOX PANTRY YELLOW DESIGN,2434,6945.1,2.93562874251497,481,Fast Moving,Restock Immediately
22667,RECIPE BOX RETRO SPOT DESIGN,953,2676.9500000000003,2.9387005649717515,175,Normal,Monitor Stock
22667,RECIPE BOX RETROSPOT ,1137,3238.9500000000003,2.93326359832636,234,Fast Moving,Restock Immediately
22668,PINK BABY BUNTING,1336,3821.2,2.9364406779661016,177,Fast Moving,Restock Immediately
22669,RED BABY BUNTING ,1168,3385.6,2.943258426966292,174,Fast Moving,Restock Immediately
22670,FRENCH WC SIGN BLUE METAL,2585,3012.37,1.2468333333333335,113,Fast Moving,Restock Immediately
22671,FRENCH LAUNDRY SIGN BLUE METAL,730,1185.3,1.647894736842105,91,Normal,Monitor Stock
22672,FRENCH BATHROOM SIGN BLUE METAL,1357,2181.45,1.645945945945946,143,Fast Moving,Restock Immediately
22673,FRENCH GARDEN SIGN BLUE METAL,536,651.76,1.2468333333333335,60,Normal,Monitor Stock
22674,FRENCH TOILET SIGN BLUE METAL,1014,1231.02,1.2463106796116505,102,Fast Moving,Restock Immediately
22675,FRENCH KITCHEN SIGN BLUE METAL,973,1179.77,1.246346153846154,103,Normal,Monitor Stock
22676,FRENCH BLUE METAL DOOR SIGN 1,92,115.0,1.25,18,Slow Moving,Reduce Inventory
22676,"FRENCH BLUE METAL DOOR SIGN, 1",560,700.0,1.25,67,Normal,Monitor Stock
22677,FRENCH BLUE METAL DOOR SIGN 2,68,85.0,1.25,11,Slow Moving,Reduce Inventory
22677,"FRENCH BLUE METAL DOOR SIGN, 2",493,616.25,1.25,65,Normal,Monitor Stock
22678,FRENCH BLUE METAL DOOR SIGN 3,53,66.25,1.25,13,Slow Moving,Reduce Inventory
22678,"FRENCH BLUE METAL DOOR SIGN, 3",486,607.5,1.25,59,Normal,Monitor Stock
22679,FRENCH BLUE METAL DOOR SIGN 4,50,62.5,1.25,12,Slow Moving,Reduce Inventory
22679,"FRENCH BLUE METAL DOOR SIGN, 4",465,581.25,1.25,54,Normal,Monitor Stock
22680,FRENCH BLUE METAL DOOR SIGN 5,56,70.0,1.25,9,Slow Moving,Reduce Inventory
22680,"FRENCH BLUE METAL DOOR SIGN, 5",466,582.5,1.25,56,Normal,Monitor Stock
22681,FRENCH BLUE METAL DOOR SIGN 6,26,32.5,1.25,6,Slow Moving,Reduce Inventory
22681,"FRENCH BLUE METAL DOOR SIGN, 6",422,527.5,1.25,46,Normal,Monitor Stock
22682,FRENCH BLUE METAL DOOR SIGN 7,40,50.0,1.25,6,Slow Moving,Reduce Inventory
22682,"FRENCH BLUE METAL DOOR SIGN, 7",438,547.5,1.25,53,Normal,Monitor Stock
22683,FRENCH BLUE METAL DOOR SIGN 8,25,31.25,1.25,4,Slow Moving,Reduce Inventory
22683,"FRENCH BLUE METAL DOOR SIGN, 8",447,558.75,1.25,54,Normal,Monitor Stock
22684,FRENCH BLUE METAL DOOR SIGN 9,30,37.5,1.25,8,Slow Moving,Reduce Inventory
22684,"FRENCH BLUE METAL DOOR SIGN, 9",442,552.5,1.25,49,Normal,Monitor Stock
22685,FRENCH BLUE METAL DOOR SIGN 0,26,32.5,1.25,5,Slow Moving,Reduce Inventory
22685,"FRENCH BLUE METAL DOOR SIGN, 0",460,575.0,1.25,53,Normal,Monitor Stock
22686,FRENCH BLUE METAL DOOR SIGN No,52,65.0,1.25,10,Slow Moving,Reduce Inventory
22686,"FRENCH BLUE METAL DOOR SIGN, No",337,421.25,1.25,35,Normal,Monitor Stock
22687,DOORMAT CHRISTMAS VILLAGE,269,1975.23,7.676923076923076,78,Normal,Monitor Stock
22688,DOORMAT PEACE ON EARTH BLUE,190,1423.22,7.7584375,64,Normal,Monitor Stock
22689,DOORMAT MERRY CHRISTMAS RED ,392,2847.1,7.6574,100,Normal,Monitor Stock
22690,DOORMAT HOME SWEET HOME BLUE ,908,5788.62,7.472123287671233,145,Normal,Monitor Stock
22691,DOORMAT WELCOME SUNRISE,377,2357.01,7.5519101123595505,88,Normal,Monitor Stock
22692,DOORMAT WELCOME TO OUR HOME,559,3652.23,7.565327868852459,122,Normal,Monitor Stock
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,1326,1602.78,1.2370454545454546,43,Fast Moving,Restock Immediately
22694,WICKER STAR ,3009,6183.900000000001,2.095726495726496,449,Fast Moving,Restock Immediately
22695,WICKER WREATH SMALL,720,1024.8,1.446,96,Normal,Monitor Stock
22696,WICKER WREATH LARGE,727,1388.85,1.94568345323741,135,Normal,Monitor Stock
22697,GREEN REGENCY TEACUP AND SAUCER,2315,6385.250000000001,2.8924354243542436,263,Fast Moving,Restock Immediately
22697,TEACUP AND SAUCER REGENCY GREEN,174,472.5,2.8576923076923078,13,Normal,Monitor Stock
22698,PINK REGENCY TEACUP AND SAUCER,2104,5675.200000000001,2.897680412371134,191,Fast Moving,Restock Immediately
22698,TEACUP AND SAUCER REGENCY PINK,144,384.0,2.816666666666667,9,Normal,Monitor Stock
22699,ROSES REGENCY TEACUP AND SAUCER ,3032,8230.400000000001,2.8940594059405944,293,Fast Moving,Restock Immediately
22699,TEACUP AND SAUCER REGENCY ROSES,210,566.7,2.835714285714286,14,Normal,Monitor Stock
22700,BLACK AND WHITE DOG BOWL,192,556.1400000000001,2.938913043478261,46,Normal,Monitor Stock
22701,PINK DOG BOWL,117,344.49000000000007,2.946857142857143,35,Normal,Monitor Stock
22702,BLACK AND WHITE CAT BOWL,220,444.3,2.0954545454545457,41,Normal,Monitor Stock
22703,PINK CAT BOWL,144,302.7,2.101388888888889,35,Normal,Monitor Stock
22704,WRAP RED APPLES ,3550,1459.0,0.41873015873015873,125,Fast Moving,Restock Immediately
22705,WRAP GREEN PEARS ,1950,819.0,0.42,78,Fast Moving,Restock Immediately
22706,WRAP COWBOYS  ,2215,866.3,0.41571428571428565,56,Fast Moving,Restock Immediately
22707,WRAP MONSTER FUN ,900,378.0,0.42,34,Normal,Monitor Stock
22708,WRAP DOLLY GIRL,2575,1001.5,0.41737704918032786,61,Fast Moving,Restock Immediately
22709,WRAP WEDDING DAY,1450,561.0,0.4135135135135135,37,Fast Moving,Restock Immediately
22710,WRAP I LOVE LONDON ,2704,1055.68,0.4153623188405797,69,Fast Moving,Restock Immediately
22711,WRAP CIRCUS PARADE,2475,1007.5,0.418974358974359,78,Fast Moving,Restock Immediately
22712,CARD DOLLY GIRL ,2834,1116.84,0.4152517985611511,137,Fast Moving,Restock Immediately
22713,CARD I LOVE LONDON ,2484,972.72,0.4158,98,Fast Moving,Restock Immediately
22714,CARD BIRTHDAY COWBOY,1766,707.16,0.41524752475247523,101,Fast Moving,Restock Immediately
22715,CARD WEDDING DAY,1152,470.88,0.4174647887323944,70,Fast Moving,Restock Immediately
22716,CARD CIRCUS PARADE,2040,839.52,0.4182222222222222,135,Fast Moving,Restock Immediately
22717,CARD DOG AND BALL ,1188,477.36,0.41823529411764704,67,Fast Moving,Restock Immediately
22718,CARD CAT AND TREE ,984,408.96,0.41914285714285715,69,Normal,Monitor Stock
22719,"GUMBALL COATHOOK., BLACK & WHITE ",20,25.0,1.25,4,Slow Moving,Reduce Inventory
22719,GUMBALL MONOCHROME COAT RACK,770,878.14,1.2170666666666667,74,Normal,Monitor Stock
22722,SET OF 6 SPICE TINS PANTRY DESIGN,6,23.700000000000003,3.95,1,Slow Moving,Reduce Inventory
22725,ALARM CLOCK BAKELIKE CHOCOLATE,554,2033.58,3.7373684210526315,108,Normal,Monitor Stock
22726,ALARM CLOCK BAKELIKE GREEN,1339,5019.81,3.748823529411765,296,Fast Moving,Restock Immediately
22727,ALARM CLOCK BAKELIKE RED ,1635,6067.89,3.744495412844037,305,Fast Moving,Restock Immediately
22728,ALARM CLOCK BAKELIKE PINK,905,3348.39,3.7425773195876286,185,Normal,Monitor Stock
22729,ALARM CLOCK BAKELIKE ORANGE,705,2642.31,3.7478313253012048,162,Normal,Monitor Stock
22730,ALARM CLOCK BAKELIKE IVORY,887,3280.89,3.7418644067796607,174,Normal,Monitor Stock
22731,3D CHRISTMAS STAMPS STICKERS ,780,954.48,1.247710843373494,79,Normal,Monitor Stock
22731,3D STICKERS CHRISTMAS STAMPS,940,1137.0,1.2388235294117647,34,Normal,Monitor Stock
22732,3D STICKERS VINTAGE CHRISTMAS,1060,1268.0,1.24,38,Fast Moving,Restock Immediately
22732,3D VINTAGE CHRISTMAS STICKERS ,961,1160.21,1.2459139784946236,88,Normal,Monitor Stock
22733,3D STICKERS TRADITIONAL CHRISTMAS ,980,1187.0,1.2394444444444443,36,Normal,Monitor Stock
22733,3D TRADITIONAL CHRISTMAS STICKERS,901,1105.73,1.2479787234042554,89,Normal,Monitor Stock
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6015,13462.65,2.530851063829787,271,Fast Moving,Restock Immediately
22735,RIBBON REEL SOCKS AND MITTENS,698,1127.7,1.6476470588235292,83,Normal,Monitor Stock
22736,RIBBON REEL MAKING SNOWMEN ,1263,2059.95,1.648780487804878,158,Fast Moving,Restock Immediately
22736,"RIBBON REEL, MAKING SNOWMEN ",60,99.0,1.65,5,Slow Moving,Reduce Inventory
22737,RIBBON REEL CHRISTMAS PRESENT ,1893,3051.45,1.6473094170403586,211,Fast Moving,Restock Immediately
22738,RIBBON REEL SNOWY VILLAGE,2162,3471.3,1.6459183673469386,195,Fast Moving,Restock Immediately
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1487,2405.55,1.6480769230769228,199,Fast Moving,Restock Immediately
22739,"RIBBON REEL, XMAS SOCK/BAUBLE",700,1131.0,1.6456521739130436,46,Normal,Monitor Stock
22740,POLKA DOT PEN,1248,1060.8,0.85,24,Fast Moving,Restock Immediately
22740,POLKADOT PEN,4966,4046.3799999999997,0.8434177215189873,78,Fast Moving,Restock Immediately
22740,POLKADOT PENS,48,40.8,0.85,1,Slow Moving,Reduce Inventory
22741,FUNKY DIVA PEN,2017,1701.9699999999998,0.8469047619047619,42,Fast Moving,Restock Immediately
22742,MAKE YOUR OWN PLAYTIME CARD KIT,344,1014.8000000000002,2.95,76,Normal,Monitor Stock
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,468,1380.6000000000001,2.95,122,Normal,Monitor Stock
22744,MAKE YOUR OWN MONSOON CARD KIT,600,1712.4,2.9404,119,Normal,Monitor Stock
22745,POPPY'S PLAYHOUSE BEDROOM ,1651,3359.1,2.096539792387543,270,Fast Moving,Restock Immediately
22746,POPPY'S PLAYHOUSE LIVINGROOM ,1332,2689.2,2.0958847736625517,229,Fast Moving,Restock Immediately
22747,POPPY'S PLAYHOUSE BATHROOM,1036,2082.6,2.0957865168539325,172,Fast Moving,Restock Immediately
22748,POPPY'S PLAYHOUSE KITCHEN,1709,3480.9,2.0968354430379748,299,Fast Moving,Restock Immediately
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1293,4745.07,3.742913385826772,240,Fast Moving,Restock Immediately
22750,FELTCRAFT PRINCESS LOLA DOLL,1182,4328.82,3.7427710843373494,243,Fast Moving,Restock Immediately
22751,FELTCRAFT PRINCESS OLIVIA DOLL,745,2759.19,3.746086956521739,177,Normal,Monitor Stock
22752,SET 7 BABUSHKA NESTING BOXES,1925,15357.800000000001,8.382228915662651,320,Fast Moving,Restock Immediately
22753,SMALL YELLOW BABUSHKA NOTEBOOK ,1299,1082.31,0.8478453038674033,173,Fast Moving,Restock Immediately
22754,SMALL RED BABUSHKA NOTEBOOK ,1908,1562.52,0.84545,193,Fast Moving,Restock Immediately
22755,SMALL PURPLE BABUSHKA NOTEBOOK ,2012,1650.9199999999998,0.8459192825112107,212,Fast Moving,Restock Immediately
22756,LARGE YELLOW BABUSHKA NOTEBOOK ,584,698.08,1.243372093023256,84,Normal,Monitor Stock
22757,LARGE RED BABUSHKA NOTEBOOK ,1533,1765.77,1.2356302521008402,114,Fast Moving,Restock Immediately
22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1201,1396.3700000000001,1.2394444444444446,101,Fast Moving,Restock Immediately
22759,SET OF 3 NOTEBOOKS IN PARCEL,3771,6049.35,1.644782608695652,330,Fast Moving,Restock Immediately
22760,"TRAY, BREAKFAST IN BED",80,976.8,12.565384615384616,38,Slow Moving,Reduce Inventory
22761,CHEST 7 DRAWER MA CAMPAGNE,16,375.2,24.28333333333333,9,Slow Moving,Reduce Inventory
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,42,592.6999999999999,14.758695652173913,23,Slow Moving,Reduce Inventory
22763,KEY CABINET MA CAMPAGNE,468,3363.24,9.856764705882354,32,Normal,Monitor Stock
